archive_date,count_long_short_ratio,count_toptrader_long_short_ratio,create_time,source,sum_open_interest,sum_open_interest_value,sum_taker_long_short_vol_ratio,sum_toptrader_long_short_ratio,symbol
2024-08-06,,,2024-08-06 00:00:00,binance_coin_m_archive,14173000.00000000,26251.21028597,1.06292758,,BTCUSD_PERP
2024-08-07,,,2024-08-07 00:00:00,binance_coin_m_archive,14019177.00000000,25021.67192293,2.49119661,,BTCUSD_PERP
2024-08-08,,,2024-08-08 00:00:00,binance_coin_m_archive,14011172.00000000,25421.42696442,1.15489042,,BTCUSD_PERP
2024-08-09,,,2024-08-09 00:00:00,binance_coin_m_archive,13689373.00000000,22196.00180607,0.70672303,,BTCUSD_PERP
2024-08-10,,,2024-08-10 00:00:00,binance_coin_m_archive,13676779.00000000,22480.02373450,1.91841614,,BTCUSD_PERP
2024-08-11,,,2024-08-11 00:00:00,binance_coin_m_archive,13711248.00000000,22506.88164933,1.12028169,,BTCUSD_PERP
2024-08-12,,,2024-08-12 00:00:00,binance_coin_m_archive,13542092.00000000,23073.16862855,1.17870696,,BTCUSD_PERP
2024-08-13,,,2024-08-13 00:00:00,binance_coin_m_archive,13590963.00000000,22902.54184041,8.05970149,,BTCUSD_PERP
2024-08-14,,,2024-08-14 00:00:00,binance_coin_m_archive,13720363.00000000,22647.55916135,1.87114978,,BTCUSD_PERP
2024-08-15,,,2024-08-15 00:00:00,binance_coin_m_archive,13595935.00000000,23177.99716326,0.83482355,,BTCUSD_PERP
2024-08-16,,,2024-08-16 00:00:00,binance_coin_m_archive,12854091.00000000,22342.58500311,0.98735409,,BTCUSD_PERP
2024-08-17,,,2024-08-17 00:00:00,binance_coin_m_archive,12872561.00000000,21868.82842416,0.78955224,,BTCUSD_PERP
2024-08-18,,,2024-08-18 00:00:00,binance_coin_m_archive,12717799.00000000,21382.71047750,6.19165294,,BTCUSD_PERP
2024-08-19,,,2024-08-19 00:00:00,binance_coin_m_archive,12737356.00000000,21811.87112847,0.52923986,,BTCUSD_PERP
2024-08-20,,,2024-08-20 00:00:00,binance_coin_m_archive,12619293.00000000,21233.60320991,0.50011555,,BTCUSD_PERP
2024-08-21,,,2024-08-21 00:00:00,binance_coin_m_archive,12434158.00000000,21078.91694327,0.90711952,,BTCUSD_PERP
2024-08-22,,,2024-08-22 00:00:00,binance_coin_m_archive,12900339.00000000,21100.15440327,0.74442970,,BTCUSD_PERP
2024-08-23,,,2024-08-23 00:00:00,binance_coin_m_archive,12708545.00000000,21052.90666084,0.20212144,,BTCUSD_PERP
2024-08-24,,,2024-08-24 00:00:00,binance_coin_m_archive,13123638.00000000,20483.92020978,1.44499040,,BTCUSD_PERP
2024-08-25,,,2024-08-25 00:00:00,binance_coin_m_archive,12838226.00000000,20009.40386510,1.32184932,,BTCUSD_PERP
2024-08-26,,,2024-08-26 00:00:00,binance_coin_m_archive,12891305.00000000,20067.00231246,1.11183408,,BTCUSD_PERP
2024-08-27,,,2024-08-27 00:00:00,binance_coin_m_archive,12945036.00000000,20607.10683002,0.33666693,,BTCUSD_PERP
2024-08-28,,,2024-08-28 00:00:00,binance_coin_m_archive,12562501.00000000,21153.29263615,0.99145933,,BTCUSD_PERP
2024-08-29,,,2024-08-29 00:00:00,binance_coin_m_archive,12417433.00000000,21040.89759166,1.02894648,,BTCUSD_PERP
2024-08-30,,,2024-08-30 00:00:00,binance_coin_m_archive,12232101.00000000,20613.77592051,1.84161148,,BTCUSD_PERP
2024-08-31,,,2024-08-31 00:00:00,binance_coin_m_archive,12220629.00000000,20682.71271464,0.97935864,,BTCUSD_PERP
2024-09-01,,,2024-09-01 00:00:00,binance_coin_m_archive,12104332.00000000,20536.57578391,1.90081580,,BTCUSD_PERP
2024-09-02,,,2024-09-02 00:00:00,binance_coin_m_archive,12204788.00000000,21308.97349152,0.92564103,,BTCUSD_PERP
2024-09-03,,,2024-09-03 00:00:00,binance_coin_m_archive,12161969.00000000,20576.33830689,0.52993678,,BTCUSD_PERP
2024-09-04,,,2024-09-04 00:00:00,binance_coin_m_archive,12190178.00000000,21218.35430459,1.13178636,,BTCUSD_PERP
2024-09-05,,,2024-09-05 00:00:00,binance_coin_m_archive,12041569.00000000,20783.07642654,0.59849346,,BTCUSD_PERP
2024-09-06,,,2024-09-06 00:00:00,binance_coin_m_archive,11823531.00000000,21061.27315913,1.01436417,,BTCUSD_PERP
2024-09-07,,,2024-09-07 00:00:00,binance_coin_m_archive,11940271.00000000,22144.98631120,1.97558286,,BTCUSD_PERP
2024-09-08,,,2024-09-08 00:00:00,binance_coin_m_archive,11655497.00000000,21532.41640495,1.24148418,,BTCUSD_PERP
2024-09-09,,,2024-09-09 00:00:00,binance_coin_m_archive,11795119.00000000,21505.37765761,0.80819308,,BTCUSD_PERP
2024-09-10,,,2024-09-10 00:00:00,binance_coin_m_archive,11366883.00000000,19929.11048448,1.70831214,,BTCUSD_PERP
2024-09-11,,,2024-09-11 00:00:00,binance_coin_m_archive,11400538.00000000,19784.68021612,2.25741863,,BTCUSD_PERP
